Filename,Split
val673,val
val994,val
val60,val
val615,val
val134,val
val984,val
val508,val
val509,val
val167,val
val463,val
val111,val
val159,val
val212,val
val855,val
val884,val
val36,val
val285,val
val548,val
val412,val
val123,val
val712,val
val695,val
val233,val
val132,val
val416,val
val52,val
val532,val
val20,val
val967,val
val95,val
val516,val
val126,val
val291,val
val721,val
val568,val
val106,val
val224,val
val371,val
val458,val
val719,val
val530,val
val820,val
val368,val
val774,val
val253,val
val920,val
val41,val
val914,val
val392,val
val927,val
val375,val
val150,val
val179,val
val706,val
val129,val
val744,val
val445,val
val813,val
val234,val
val12,val
val42,val
val578,val
val391,val
val267,val
val13,val
val174,val
val936,val
val801,val
val645,val
val983,val
val909,val
val113,val
val3,val
val195,val
val292,val
val841,val
val426,val
val486,val
val638,val
val831,val
val101,val
val576,val
val164,val
val529,val
val769,val
val998,val
val665,val
val21,val
val181,val
val681,val
val437,val
val533,val
val413,val
val704,val
val429,val
val524,val
val617,val
val409,val
val258,val
val328,val
val693,val
val321,val
val119,val
val108,val
val383,val
val333,val
val312,val
val729,val
val353,val
val190,val
val207,val
val716,val
val623,val
val851,val
val310,val
val385,val
val847,val
val481,val
val694,val
val443,val
val782,val
val808,val
val753,val
val887,val
val309,val
val552,val
val1,val
val647,val
val103,val
val446,val
val250,val
val75,val
val959,val
val902,val
val62,val
val918,val
val223,val
val966,val
val519,val
val279,val
val599,val
val523,val
val386,val
val659,val
val960,val
val930,val
val882,val
val136,val
val977,val
val653,val
val428,val
val520,val
val792,val
val346,val
val722,val
val727,val
val990,val
val921,val
val547,val
val809,val
val981,val
val522,val
val157,val
val803,val
val311,val
val29,val
val28,val
val575,val
val643,val
val326,val
val322,val
val907,val
val72,val
val116,val
val945,val
val419,val
val875,val
val351,val
val226,val
val450,val
val539,val
val215,val
val965,val
val461,val
val993,val
val440,val
val584,val
val202,val
val217,val
val597,val
val742,val
val255,val
val614,val
val39,val
val593,val
val708,val
val145,val
val573,val
val715,val
val436,val
val218,val
val702,val
val380,val
val995,val
val388,val
val810,val
val191,val
val873,val
val7,val
val850,val
val242,val
val609,val
val27,val
val249,val
val427,val
val701,val
val972,val
val325,val
val420,val
val367,val
val65,val
val865,val
val73,val
val992,val
val265,val
val515,val
val550,val
val556,val
val245,val
val14,val
val105,val
val954,val
val456,val
val401,val
val779,val
val926,val
val1006,val
val339,val
val913,val
val89,val
val269,val
val196,val
val561,val
val938,val
val648,val
val703,val
val544,val
val633,val
val381,val
val572,val
val473,val
val816,val
val484,val
val221,val
val216,val
val891,val
val750,val
val982,val
val620,val
val209,val
val834,val
val985,val
val382,val
val819,val
val69,val
val780,val
val130,val
val18,val
val448,val
val378,val
val66,val
val306,val
val77,val
val752,val
val794,val
val32,val
val172,val
val551,val
val859,val
val953,val
val521,val
val324,val
val100,val
val206,val
val664,val
val908,val
val942,val
val837,val
val671,val
val601,val
val341,val
val389,val
val747,val
val644,val
val968,val
val271,val
val783,val
val741,val
val122,val
val528,val
val815,val
val125,val
val618,val
val82,val
val745,val
val489,val
val270,val
val676,val
val334,val
val731,val
val204,val
val211,val
val788,val
val897,val
val228,val
val582,val
val756,val
val499,val
val535,val
val297,val
val15,val
val536,val
val114,val
val398,val
val354,val
val147,val
val464,val
val931,val
val53,val
val501,val
val17,val
val697,val
val766,val
val363,val
val347,val
val205,val
val373,val
val84,val
val872,val
val765,val
val166,val
val748,val
val110,val
val632,val
val81,val
val254,val
val758,val
val604,val
val220,val
val812,val
val997,val
val881,val
val356,val
val854,val
val131,val
val844,val
val480,val
val811,val
val160,val
val332,val
val843,val
val627,val
val462,val
val19,val
val313,val
val903,val
val421,val
val654,val
val662,val
val400,val
val444,val
val171,val
val86,val
val408,val
val11,val
val263,val
val240,val
val485,val
val545,val
val128,val
val949,val
val115,val
val474,val
val853,val
val165,val
val696,val
val25,val
val155,val
val410,val
val860,val
val340,val
val178,val
val149,val
val785,val
val835,val
val527,val
val773,val
val1000,val
val63,val
val724,val
val64,val
val746,val
val607,val
val282,val
val652,val
val170,val
val295,val
val631,val
val438,val
val390,val
val230,val
val99,val
val8,val
val513,val
val315,val
val479,val
val431,val
val542,val
val928,val
val518,val
val37,val
val611,val
val870,val
val338,val
val956,val
val232,val
val330,val
val407,val
val266,val
val435,val
val600,val
val76,val
val935,val
val963,val
val668,val
val856,val
val806,val
val894,val
val329,val
val904,val
val262,val
val1003,val
val300,val
val549,val
val366,val
val9,val
val592,val
val591,val
val257,val
val789,val
val709,val
val117,val
val791,val
val898,val
val795,val
val432,val
val670,val
val197,val
test529,test
test534,test
test654,test
test637,test
test425,test
test515,test
test363,test
test66,test
test397,test
test372,test
test409,test
test126,test
test37,test
test510,test
test26,test
test268,test
test116,test
test89,test
test426,test
test228,test
test457,test
test157,test
test168,test
test389,test
test246,test
test185,test
test465,test
test486,test
test638,test
test602,test
test271,test
test413,test
test624,test
test290,test
test633,test
test402,test
test199,test
test43,test
test574,test
test177,test
test192,test
test181,test
test424,test
test317,test
test500,test
test611,test
test639,test
test78,test
test42,test
test458,test
test23,test
test531,test
test599,test
test84,test
test119,test
test281,test
test148,test
test198,test
test127,test
test577,test
test507,test
test538,test
test524,test
test412,test
test619,test
test67,test
test528,test
test377,test
test112,test
test339,test
test437,test
test161,test
test232,test
test105,test
test400,test
test332,test
test189,test
test305,test
test302,test
test8,test
test10,test
test76,test
test104,test
test511,test
test107,test
test124,test
test622,test
test275,test
test277,test
test626,test
test575,test
test75,test
test60,test
test513,test
test9,test
test407,test
test64,test
test137,test
test612,test
test129,test
test551,test
test174,test
test487,test
test418,test
test488,test
test74,test
test410,test
test307,test
test128,test
test4,test
test543,test
test530,test
test652,test
test211,test
test594,test
test554,test
test588,test
test618,test
test509,test
test427,test
test579,test
test175,test
test495,test
test386,test
test265,test
test194,test
test368,test
test132,test
test632,test
test404,test
test251,test
test196,test
test40,test
test297,test
test608,test
test474,test
test468,test
test432,test
test540,test
test262,test
test163,test
test135,test
test237,test
test130,test
test647,test
test519,test
test30,test
test391,test
test195,test
test121,test
test396,test
test39,test
test527,test
test170,test
test504,test
test564,test
test629,test
test261,test
test141,test
test176,test
test304,test
test634,test
test597,test
test264,test
test517,test
test252,test
test296,test
test595,test
test219,test
test193,test
test108,test
test455,test
test320,test
test278,test
test438,test
test616,test
test326,test
test47,test
test470,test
test222,test
test133,test
test447,test
test95,test
test416,test
test382,test
test146,test
test308,test
test586,test
test345,test
test548,test
test235,test
test390,test
test93,test
test439,test
test563,test
test34,test
test52,test
test81,test
test316,test
test544,test
test225,test
test335,test
test178,test
test347,test
test162,test
test340,test
test508,test
test627,test
test92,test
test462,test
test436,test
test570,test
test355,test
test630,test
test284,test
test617,test
test609,test
test59,test
test6,test
test224,test
test643,test
test208,test
test444,test
test542,test
test7,test
test493,test
test110,test
test454,test
test325,test
test651,test
test442,test
test41,test
test374,test
test351,test
test336,test
test171,test
test463,test
test585,test
test561,test
test398,test
test300,test
test395,test
test83,test
test318,test
test223,test
test565,test
test114,test
test238,test
test248,test
test214,test
test273,test
test73,test
test384,test
test331,test
test606,test
test635,test
test32,test
test313,test
test231,test
test620,test
test625,test
test2,test
test166,test
test342,test
test403,test
test209,test
test131,test
test471,test
test70,test
test266,test
test503,test
test99,test
test642,test
test16,test
test489,test
test21,test
test392,test
test36,test
test109,test
test229,test
test267,test
test169,test
test580,test
test53,test
test640,test
test421,test
test291,test
test356,test
test414,test
test645,test
test263,test
test156,test
test136,test
test27,test
test19,test
test319,test
test420,test
test560,test
test353,test
test0,test
test239,test
test333,test
test556,test
test532,test
test123,test
test282,test
test227,test
test567,test
test48,test
test150,test
test49,test
test288,test
test502,test
test370,test
test125,test
test371,test
test12,test
test601,test
test250,test
test499,test
test431,test
test419,test
test329,test
test321,test
test98,test
test648,test
test138,test
test164,test
test350,test
test369,test
test140,test
test357,test
test327,test
test215,test
test272,test
test490,test
test154,test
test450,test
test218,test
test362,test
test388,test
test514,test
test485,test
test481,test
test56,test
test314,test
test600,test
test213,test
test464,test
test506,test
test334,test
test134,test
test90,test
test393,test
test173,test
test475,test
test453,test
test379,test
test578,test
test469,test
test243,test
test615,test
test122,test
test621,test
test259,test
test50,test
test322,test
test102,test
test220,test
test106,test
test365,test
test45,test
test583,test
test526,test
test285,test
test587,test
test306,test
test292,test
test435,test
test472,test
test324,test
test523,test
test405,test
test258,test
test537,test
test482,test
test566,test
test120,test
test535,test
test525,test
test494,test
test491,test
test352,test
test94,test
test650,test
test466,test
test592,test
test605,test
test547,test
test44,test
test190,test
test187,test
test180,test
test69,test
test255,test
test387,test
test562,test
test644,test
test446,test
test167,test
test101,test
test20,test
test568,test
test367,test
test428,test
test149,test
test186,test
test242,test
test254,test
test460,test
test293,test
test310,test
test591,test
test269,test
test433,test
test596,test
test51,test
test573,test
test58,test
test22,test
test341,test
test55,test
test96,test
test245,test
test358,test
test571,test
test191,test
test406,test
test536,test
test286,test
test212,test
test399,test
test381,test
test151,test
test636,test
test253,test
test555,test
test378,test
test423,test
test496,test
test159,test
test364,test
test497,test
test541,test
test408,test
test216,test
test522,test
test492,test
test440,test
test498,test
test25,test
test152,test
test422,test
test33,test
test113,test
test349,test
test429,test
test294,test
test298,test
test57,test
test233,test
test344,test
test241,test
test77,test
test143,test
test38,test
test610,test
test274,test
test18,test
test512,test
test179,test
test415,test
test315,test
test88,test
test521,test
test183,test
test68,test
test28,test
test323,test
test35,test
test249,test
test280,test
test221,test
test549,test
test501,test
test240,test
test303,test
test80,test
test62,test
test484,test
test301,test
test443,test
test411,test
test516,test
test569,test
test15,test
test207,test
test312,test
test467,test
test160,test
test360,test
test182,test
test576,test
test61,test
test451,test
test309,test
test448,test
test244,test
test247,test
test385,test
test449,test
test79,test
test142,test
test257,test
test87,test
test550,test
test1,test
test14,test
test91,test
test5,test
test441,test
test203,test
test217,test
test480,test
test103,test
test366,test
test236,test
test71,test
test613,test
test376,test
test607,test
test139,test
test172,test
test226,test
test184,test
test539,test
test31,test
test279,test
test153,test
test111,test
test299,test
test260,test
test17,test
test655,test
test646,test
test631,test
test100,test
test86,test
test338,test
test85,test
test206,test
test520,test
test653,test
test82,test
test289,test
test417,test
test158,test
test546,test
test276,test
test201,test
test147,test
test354,test
test97,test
test479,test
test649,test
test202,test
test614,test
test461,test
test188,test
test582,test
test603,test
test144,test
test200,test
test604,test
test13,test
test590,test
test459,test
test478,test
test346,test
test115,test
test375,test
test330,test
test72,test
test210,test
test348,test
test343,test
test337,test
test117,test
test394,test
test3,test
test328,test
test118,test
test401,test
test311,test
test155,test
test361,test
test197,test
test476,test
test456,test
test204,test
test452,test
test11,test
test230,test
test283,test
test29,test
test641,test
test581,test
test505,test
test628,test
test54,test
test589,test
test434,test
test483,test
test287,test
test205,test
test359,test
test518,test
test477,test
test63,test
test65,test
test383,test
test46,test
test473,test
test445,test
test256,test
test430,test
test572,test
test623,test
test24,test
test598,test
test373,test
test533,test
test295,test
test553,test
test552,test
test380,test
test270,test
test234,test
test557,test
train11152,pseudo
train1845,pseudo
train3931,pseudo
train18248,pseudo
train14683,pseudo
train4884,pseudo
train1229,pseudo
train11105,pseudo
train16481,pseudo
train5566,pseudo
train14528,pseudo
train5349,pseudo
train7694,pseudo
train6566,pseudo
train7534,pseudo
train2271,pseudo
train6234,pseudo
train222,pseudo
train17815,pseudo
train511,pseudo
train8546,pseudo
train891,pseudo
train12417,pseudo
train13593,pseudo
train2460,pseudo
train13055,pseudo
train6953,pseudo
train6650,pseudo
train18428,pseudo
train9398,pseudo
train12477,pseudo
train3208,pseudo
train13652,pseudo
train2794,pseudo
train18129,pseudo
train15351,pseudo
train3864,pseudo
train13008,pseudo
train17372,pseudo
train8265,pseudo
train7437,pseudo
train12516,pseudo
train3249,pseudo
train645,pseudo
train7739,pseudo
train1957,pseudo
train2730,pseudo
train9565,pseudo
train16519,pseudo
train5753,pseudo
train910,pseudo
train11115,pseudo
train15428,pseudo
train16073,pseudo
train2881,pseudo
train15515,pseudo
train318,pseudo
train12301,pseudo
train16403,pseudo
train6690,pseudo
train3029,pseudo
train16271,pseudo
train17483,pseudo
train707,pseudo
train9564,pseudo
train18380,pseudo
train14544,pseudo
train10166,pseudo
train8249,pseudo
train2968,pseudo
train17069,pseudo
train10441,pseudo
train6308,pseudo
train1214,pseudo
train10357,pseudo
train423,pseudo
train17791,pseudo
train2548,pseudo
train1363,pseudo
train14885,pseudo
train3275,pseudo
train11487,pseudo
train2591,pseudo
train12220,pseudo
train4115,pseudo
train2817,pseudo
train9591,pseudo
train8051,pseudo
train1631,pseudo
train4546,pseudo
train4559,pseudo
train3141,pseudo
train6318,pseudo
train4608,pseudo
train12692,pseudo
train9695,pseudo
train2000,pseudo
train2986,pseudo
train1183,pseudo
train16577,pseudo
train6241,pseudo
train14626,pseudo
train7314,pseudo
train11358,pseudo
train11814,pseudo
train8433,pseudo
train18259,pseudo
train1260,pseudo
train6937,pseudo
train12334,pseudo
train949,pseudo
train10365,pseudo
train12412,pseudo
train13930,pseudo
train16010,pseudo
train9293,pseudo
train7062,pseudo
train8196,pseudo
train13953,pseudo
train8341,pseudo
train3710,pseudo
train5896,pseudo
train3376,pseudo
train4050,pseudo
train16029,pseudo
train14995,pseudo
train11287,pseudo
train11328,pseudo
train13211,pseudo
train8160,pseudo
train17335,pseudo
train5882,pseudo
train13742,pseudo
train253,pseudo
train12336,pseudo
train11972,pseudo
train3619,pseudo
train14877,pseudo
train14755,pseudo
train4281,pseudo
train3833,pseudo
train3434,pseudo
train17572,pseudo
train18362,pseudo
train1417,pseudo
train15318,pseudo
train11529,pseudo
train791,pseudo
train4450,pseudo
train9503,pseudo
train5716,pseudo
train2989,pseudo
train6017,pseudo
train632,pseudo
train893,pseudo
train6169,pseudo
train10710,pseudo
train2795,pseudo
train10382,pseudo
train5402,pseudo
train2118,pseudo
train17863,pseudo
train488,pseudo
train7046,pseudo
train2657,pseudo
train13154,pseudo
train11340,pseudo
train3465,pseudo
train11022,pseudo
train5120,pseudo
train17338,pseudo
train10640,pseudo
train6563,pseudo
train2288,pseudo
train14895,pseudo
train7875,pseudo
train18048,pseudo
train17999,pseudo
train9582,pseudo
train15285,pseudo
train8957,pseudo
train4700,pseudo
train12435,pseudo
train17932,pseudo
train14723,pseudo
train829,pseudo
train12658,pseudo
train7100,pseudo
train18314,pseudo
train9675,pseudo
train13591,pseudo
train836,pseudo
train1107,pseudo
train14500,pseudo
train772,pseudo
train306,pseudo
train9462,pseudo
train2971,pseudo
train3667,pseudo
train12820,pseudo
train17261,pseudo
train17721,pseudo
train16735,pseudo
train10250,pseudo
train18257,pseudo
train4624,pseudo
train13965,pseudo
train7051,pseudo
train12339,pseudo
train7709,pseudo
train8670,pseudo
train7109,pseudo
train4336,pseudo
train13201,pseudo
train15039,pseudo
train8956,pseudo
train2016,pseudo
train8824,pseudo
train12018,pseudo
train9602,pseudo
train6320,pseudo
train8200,pseudo
train5502,pseudo
train10334,pseudo
train3401,pseudo
train6098,pseudo
train2631,pseudo
train8716,pseudo
train7404,pseudo
train15163,pseudo
train13786,pseudo
train5165,pseudo
train8335,pseudo
train7107,pseudo
train10186,pseudo
train6956,pseudo
train12758,pseudo
train4829,pseudo
train15343,pseudo
train4616,pseudo
train10557,pseudo
train17632,pseudo
train13021,pseudo
train14198,pseudo
train7229,pseudo
train12589,pseudo
train7187,pseudo
train10384,pseudo
train1523,pseudo
train7370,pseudo
train13918,pseudo
train12103,pseudo
train3142,pseudo
train5222,pseudo
train7226,pseudo
train13929,pseudo
train9414,pseudo
train364,pseudo
train471,pseudo
train8706,pseudo
train6279,pseudo
train6647,pseudo
train11377,pseudo
train15981,pseudo
train2363,pseudo
train10611,pseudo
train15698,pseudo
train11763,pseudo
train5557,pseudo
train4798,pseudo
train1605,pseudo
train15257,pseudo
train15243,pseudo
train8412,pseudo
train6192,pseudo
train17494,pseudo
train7622,pseudo
train6374,pseudo
train10000,pseudo
train15008,pseudo
train7367,pseudo
train18368,pseudo
train2891,pseudo
train6864,pseudo
train7761,pseudo
train13135,pseudo
train17380,pseudo
train13855,pseudo
train11575,pseudo
train12063,pseudo
train8871,pseudo
train8252,pseudo
train198,pseudo
train15228,pseudo
train14345,pseudo
train1221,pseudo
train9425,pseudo
train6393,pseudo
train16155,pseudo
train7047,pseudo
train15547,pseudo
train227,pseudo
train4522,pseudo
train7485,pseudo
train13249,pseudo
train1510,pseudo
train9125,pseudo
train1164,pseudo
train17468,pseudo
train15374,pseudo
train10084,pseudo
train10244,pseudo
train37,pseudo
train2955,pseudo
train16265,pseudo
train6579,pseudo
train15028,pseudo
train199,pseudo
train15739,pseudo
train966,pseudo
train6675,pseudo
train16097,pseudo
train18275,pseudo
train8393,pseudo
train4355,pseudo
train12346,pseudo
train17485,pseudo
train17533,pseudo
train13950,pseudo
train5534,pseudo
train17611,pseudo
train9888,pseudo
train1290,pseudo
train11668,pseudo
train16146,pseudo
train15580,pseudo
train15426,pseudo
train12229,pseudo
train6132,pseudo
train10129,pseudo
train17036,pseudo
train8067,pseudo
train4014,pseudo
train11469,pseudo
train3480,pseudo
train16638,pseudo
train5771,pseudo
train11359,pseudo
train2187,pseudo
train10650,pseudo
train7887,pseudo
train18011,pseudo
train11119,pseudo
train16075,pseudo
train16174,pseudo
train878,pseudo
train14963,pseudo
train18759,pseudo
train3831,pseudo
train14534,pseudo
train5657,pseudo
train5350,pseudo
train1748,pseudo
train214,pseudo
train5867,pseudo
train7783,pseudo
train5515,pseudo
train7120,pseudo
train4501,pseudo
train18028,pseudo
train12156,pseudo
train8747,pseudo
train7032,pseudo
train948,pseudo
train1261,pseudo
train5083,pseudo
train10373,pseudo
train5923,pseudo
train8327,pseudo
train14907,pseudo
train2622,pseudo
train3148,pseudo
train16291,pseudo
train12662,pseudo
train4394,pseudo
train17386,pseudo
train15472,pseudo
train9345,pseudo
train7700,pseudo
train11223,pseudo
train5209,pseudo
train1783,pseudo
train10497,pseudo
train7415,pseudo
train13313,pseudo
train15639,pseudo
train15204,pseudo
train793,pseudo
train36,pseudo
train8994,pseudo
train16591,pseudo
train9131,pseudo
train6875,pseudo
train13097,pseudo
train9879,pseudo
train15226,pseudo
train3100,pseudo
train10578,pseudo
train2909,pseudo
train17684,pseudo
train3940,pseudo
train14250,pseudo
train10471,pseudo
train11864,pseudo
train15646,pseudo
train11186,pseudo
train5829,pseudo
train17661,pseudo
train6330,pseudo
train687,pseudo
train16164,pseudo
train12411,pseudo
train5045,pseudo
train1743,pseudo
train9621,pseudo
train16885,pseudo
train4845,pseudo
train10149,pseudo
train10655,pseudo
train13960,pseudo
train16450,pseudo
train14685,pseudo
train8436,pseudo
train7892,pseudo
train14431,pseudo
train3306,pseudo
train11540,pseudo
train13206,pseudo
train8045,pseudo
train7572,pseudo
train4082,pseudo
train4760,pseudo
train254,pseudo
train10052,pseudo
train12873,pseudo
train3331,pseudo
train10742,pseudo
train12269,pseudo
train3137,pseudo
train5012,pseudo
train17974,pseudo
train6987,pseudo
train10187,pseudo
train566,pseudo
train7693,pseudo
train10170,pseudo
train208,pseudo
train9391,pseudo
train18033,pseudo
train5254,pseudo
train6161,pseudo
train5527,pseudo
train12202,pseudo
train16184,pseudo
train14161,pseudo
train14499,pseudo
train8992,pseudo
train17790,pseudo
train736,pseudo
train1552,pseudo
train451,pseudo
train1171,pseudo
train12299,pseudo
train18155,pseudo
train8829,pseudo
train12459,pseudo
train11598,pseudo
train7962,pseudo
train17523,pseudo
train781,pseudo
train17272,pseudo
train2198,pseudo
train4615,pseudo
train14615,pseudo
train1289,pseudo
train3136,pseudo
train17133,pseudo
train6811,pseudo
train15688,pseudo
train10136,pseudo
train16905,pseudo
train2292,pseudo
train16785,pseudo
train13727,pseudo
train2490,pseudo
train4590,pseudo
train7611,pseudo
train1139,pseudo
train7044,pseudo
train8483,pseudo
train16374,pseudo
train12266,pseudo
train1350,pseudo
train10368,pseudo
train2769,pseudo
train7040,pseudo
train10472,pseudo
train4063,pseudo
train12215,pseudo
train13446,pseudo
train2146,pseudo
train5871,pseudo
train15568,pseudo
train11942,pseudo
train15964,pseudo
train14330,pseudo
train1316,pseudo
train11173,pseudo
train8368,pseudo
train7025,pseudo
train47,pseudo
train5654,pseudo
train13279,pseudo
train15106,pseudo
train14127,pseudo
train18066,pseudo
train18465,pseudo
train3057,pseudo
train111,pseudo
train13430,pseudo
train8203,pseudo
train13470,pseudo
train1285,pseudo
train7605,pseudo
train5223,pseudo
train6486,pseudo
train12809,pseudo
train9982,pseudo
train2096,pseudo
train8279,pseudo
train14957,pseudo
train5196,pseudo
train16998,pseudo
train703,pseudo
train5718,pseudo
train15805,pseudo
train3298,pseudo
train4689,pseudo
train16571,pseudo
train17532,pseudo
train14283,pseudo
train4974,pseudo
train9661,pseudo
train1168,pseudo
train8874,pseudo
train5183,pseudo
train4898,pseudo
train16394,pseudo
train6343,pseudo
train5368,pseudo
train12140,pseudo
train15180,pseudo
train17657,pseudo
train14043,pseudo
train5639,pseudo
train15171,pseudo
train16240,pseudo
train4997,pseudo
train4219,pseudo
train5920,pseudo
train4748,pseudo
train18122,pseudo
train18441,pseudo
train17954,pseudo
train13287,pseudo
train15873,pseudo
train1433,pseudo
train2803,pseudo
train9656,pseudo
train2226,pseudo
train6640,pseudo
train5842,pseudo
train17414,pseudo
train2224,pseudo
train10757,pseudo
train275,pseudo
train9308,pseudo
train17298,pseudo
train17349,pseudo
train7697,pseudo
train10229,pseudo
train7671,pseudo
train4049,pseudo
train18080,pseudo
train15799,pseudo
train4661,pseudo
train1114,pseudo
train604,pseudo
train2725,pseudo
train8466,pseudo
train16896,pseudo
train2613,pseudo
train1007,pseudo
train2509,pseudo
train9395,pseudo
train6471,pseudo
train9812,pseudo
train10863,pseudo
train13464,pseudo
train2121,pseudo
train16997,pseudo
train17236,pseudo
train17052,pseudo
train5435,pseudo
train2652,pseudo
train846,pseudo
train10893,pseudo
train13807,pseudo
train12588,pseudo
train10431,pseudo
train7447,pseudo
train18511,pseudo
train10234,pseudo
train15536,pseudo
train1853,pseudo
train137,pseudo
train14401,pseudo
train7038,pseudo
train8842,pseudo
train7200,pseudo
train4102,pseudo
train8463,pseudo
train15445,pseudo
train4016,pseudo
train7372,pseudo
train6612,pseudo
train17545,pseudo
train16150,pseudo
train1950,pseudo
train6614,pseudo
train16929,pseudo
train2009,pseudo
train8114,pseudo
train1642,pseudo
train13500,pseudo
train7934,pseudo
train9185,pseudo
train1590,pseudo
train2317,pseudo
train10213,pseudo
train5875,pseudo
train9035,pseudo
train814,pseudo
train3277,pseudo
train7369,pseudo
train16166,pseudo
train14648,pseudo
train4257,pseudo
train4401,pseudo
train8738,pseudo
train5162,pseudo
train17,pseudo
train13414,pseudo
train3458,pseudo
train15847,pseudo
train4702,pseudo
train8254,pseudo
train17752,pseudo
train6035,pseudo
train4384,pseudo
train17152,pseudo
train7184,pseudo
train3144,pseudo
train13070,pseudo
train3351,pseudo
train13258,pseudo
train6301,pseudo
train248,pseudo
train13183,pseudo
train15133,pseudo
train18415,pseudo
train12283,pseudo
train1410,pseudo
train8731,pseudo
train16413,pseudo
train2972,pseudo
train5448,pseudo
train13354,pseudo
train1216,pseudo
train18106,pseudo
train14542,pseudo
train12910,pseudo
train12044,pseudo
train15723,pseudo
train16167,pseudo
train2236,pseudo
train13106,pseudo
train9169,pseudo
train12443,pseudo
train7710,pseudo
train6696,pseudo
train1493,pseudo
train12008,pseudo
train6106,pseudo
train3977,pseudo
train10603,pseudo
train11527,pseudo
train6938,pseudo
train7211,pseudo
train5973,pseudo
train14195,pseudo
train7498,pseudo
train4668,pseudo
train7341,pseudo
train9960,pseudo
train3609,pseudo
train1113,pseudo
train9873,pseudo
train18367,pseudo
train15659,pseudo
train7346,pseudo
train14601,pseudo
train12627,pseudo
train3539,pseudo
train15949,pseudo
train14380,pseudo
train17675,pseudo
train14791,pseudo
train5799,pseudo
train13879,pseudo
train13658,pseudo
train10041,pseudo
train4192,pseudo
train6952,pseudo
train12191,pseudo
train10326,pseudo
train10430,pseudo
train18119,pseudo
train1390,pseudo
train17427,pseudo
train13613,pseudo
train4566,pseudo
train15716,pseudo
train1664,pseudo
train6113,pseudo
train5958,pseudo
train978,pseudo
train5498,pseudo
train4828,pseudo
train11135,pseudo
train2332,pseudo
train4001,pseudo
train9619,pseudo
train6255,pseudo
train13949,pseudo
train5056,pseudo
train6657,pseudo
train1096,pseudo
train408,pseudo
train958,pseudo
train12367,pseudo
train14794,pseudo
train5246,pseudo
train5014,pseudo
train12679,pseudo
train4868,pseudo
train8954,pseudo
train6741,pseudo
train15245,pseudo
train11430,pseudo
train5562,pseudo
train7509,pseudo
train3231,pseudo
train12903,pseudo
train7014,pseudo
train18521,pseudo
train11465,pseudo
train13039,pseudo
train4900,pseudo
train17797,pseudo
train15579,pseudo
train3469,pseudo
train6156,pseudo
train8094,pseudo
train15475,pseudo
train9653,pseudo
train6993,pseudo
train2818,pseudo
train418,pseudo
train8542,pseudo
train18393,pseudo
train3319,pseudo
train1528,pseudo
train15429,pseudo
train9597,pseudo
train12217,pseudo
train14032,pseudo
train13296,pseudo
train994,pseudo
train12731,pseudo
train9120,pseudo
train2566,pseudo
train11639,pseudo
train18724,pseudo
train3990,pseudo
train11093,pseudo
train12228,pseudo
train4999,pseudo
train149,pseudo
train17621,pseudo
train11642,pseudo
train10942,pseudo
train7250,pseudo
train1834,pseudo
train7782,pseudo
train16308,pseudo
train3536,pseudo
train17028,pseudo
train5035,pseudo
train3309,pseudo
train10977,pseudo
train4126,pseudo
train14811,pseudo
train17942,pseudo
train12135,pseudo
train17918,pseudo
train16192,pseudo
train12470,pseudo
train10381,pseudo
train4733,pseudo
train1771,pseudo
train3924,pseudo
train9805,pseudo
train9200,pseudo
train16970,pseudo
train2328,pseudo
train13456,pseudo
train10427,pseudo
train2791,pseudo
train13303,pseudo
train5069,pseudo
train10218,pseudo
train13507,pseudo
train802,pseudo
train10363,pseudo
train3446,pseudo
train8439,pseudo
train8467,pseudo
train17313,pseudo
train5738,pseudo
train11378,pseudo
train10508,pseudo
train259,pseudo
train1921,pseudo
train18065,pseudo
train3461,pseudo
train9435,pseudo
train18527,pseudo
train14264,pseudo
train6710,pseudo
train14618,pseudo
train11728,pseudo
train17183,pseudo
train14280,pseudo
train13397,pseudo
train15957,pseudo
train13836,pseudo
train9904,pseudo
train3630,pseudo
train3823,pseudo
train18758,pseudo
train7670,pseudo
train2213,pseudo
train12937,pseudo
train11817,pseudo
train11175,pseudo
train6197,pseudo
train10200,pseudo
train5132,pseudo
train16967,pseudo
train14455,pseudo
train6944,pseudo
train17933,pseudo
train18656,pseudo
train2199,pseudo
train346,pseudo
train8167,pseudo
train6300,pseudo
train4833,pseudo
train4302,pseudo
train2105,pseudo
train10961,pseudo
train7157,pseudo
train15727,pseudo
train17508,pseudo
train10632,pseudo
train17092,pseudo
train7308,pseudo
train1926,pseudo
train6800,pseudo
train18010,pseudo
train12985,pseudo
train6733,pseudo
train7013,pseudo
train6170,pseudo
train14735,pseudo
train15797,pseudo
train17436,pseudo
train11078,pseudo
train2272,pseudo
train18561,pseudo
train10454,pseudo
train6518,pseudo
train9112,pseudo
train265,pseudo
train11479,pseudo
train3683,pseudo
train7719,pseudo
train7135,pseudo
train14669,pseudo
train17785,pseudo
train16798,pseudo
train11628,pseudo
train3046,pseudo
train10915,pseudo
train8101,pseudo
train18335,pseudo
train15149,pseudo
train18755,pseudo
train7156,pseudo
train5366,pseudo
train13720,pseudo
train8300,pseudo
train13627,pseudo
train3265,pseudo
train9329,pseudo
train883,pseudo
train10023,pseudo
train2568,pseudo
train256,pseudo
train4200,pseudo
train16504,pseudo
train18754,pseudo
train94,pseudo
train16775,pseudo
train18660,pseudo
